term,pos,meaningZh,meaningEn,exampleEn,exampleZh,band
misbegotten,adj.,私生的；计划拙劣的,ill-conceived,The misbegotten plan failed.,计划拙劣的失败了。,8
miscalculate,v.,算错；估计错误,to misjudge,He miscalculated the cost.,他算错了成本。,8
miscellany,n.,混合物；杂集,a miscellaneous collection,The miscellany puzzled.,杂集令人困惑。,8
mischievous,adj.,淘气的；恶作剧的,playfully troublesome,The mischievous child laughed.,淘气的孩子笑了。,8
miscreant,n.,恶棍；罪人,a villain,The miscreant fled.,恶棍逃了。,8
miser,n.,守财奴；吝啬鬼,a stingy person,The miser hoarded.,守财奴囤积了。,8
miserly,adj.,吝啬的；贪婪的,stingy,The miserly man saved.,吝啬的人存了。,8
misgiving,n.,疑虑；担忧,a doubt,He had misgivings.,他有疑虑。,8
misnomer,n.,用词不当；误称,a wrong name,The misnomer confused.,误称令人困惑。,8
misogyny,n.,厌女症；厌恶女性,hatred of women,His misogyny shocked.,他的厌女症令人震惊。,8
missive,n.,信件；公文,a letter,The missive arrived.,信件到了。,8
mistrial,n.,无效审判；未决审判,a failed trial,The mistrial ended.,无效审判结束了。,8
moan,v./n.,呻吟；悲叹,to lament,He moaned in pain.,他痛苦地呻吟。,8
mobility,n.,流动性；移动性,ability to move,The mobility helped.,流动性有帮助。,8
mobilize,v.,动员；调动,to assemble,They mobilized troops.,他们动员了部队。,8
mock,v./adj.,嘲笑；仿制的,to ridicule,They mocked the fool.,他们嘲笑傻子。,8
modicum,n.,少量；一点点,a small amount,He had a modicum.,他有一点点。,8
mogul,n.,大亨；权贵,a powerful person,The mogul decided.,大亨决定了。,8
molest,v.,骚扰；调戏,to assault,He molested the child.,他骚扰了孩子。,8
mollify,v.,抚慰；平息,to soothe,She mollified the angry.,她抚慰了愤怒者。,8
molt,v.,脱毛；蜕皮,to shed,The snake molted.,蛇蜕皮了。,8
momentous,adj.,重大的；重要的,of great importance,The momentous day came.,重大的日子来了。,8
momentum,n.,动力；势头,force of motion,The momentum carried.,势头带动。,8
monarchy,n.,君主制；君主国,rule by a king,The monarchy endured.,君主制延续了。,8
monastic,adj.,修道院的；禁欲的,of monks,The monastic life quieted.,修道院生活安静了。,8
monger,n.,贩子；商人,a dealer,The warmonger preached.,战争贩子布道。,8
moniker,n.,名字；绰号,a name,His moniker stuck.,他的绰号留下了。,8
monolithic,adj.,整体的；巨石的,single massive,The monolithic block stood.,巨石耸立。,8
monotony,n.,单调；千篇一律,lack of variety,The monotony bored.,单调令人厌烦。,8
moratorium,n.,延期；暂停,a suspension,The moratorium helped.,暂停有帮助。,8
morbid,adj.,病态的；恐怖的,unhealthy,The morbid tale chilled.,病态的故事让人发冷。,8
mordant,adj.,尖酸的；讥刺的,bitterly sarcastic,His mordant wit stung.,他尖酸的妙语刺痛。,8
moribund,adj.,垂死的；停滞的,dying,The moribund firm closed.,垂死的公司关门了。,8
morose,adj.,忧郁的；脾气坏的,gloomy,He was morose all day.,他一整天忧郁。,8
mortify,v.,使受辱；克制,to humiliate,The error mortified him.,错误让他受辱。,8
mote,n.,微粒；尘埃,a small particle,The mote danced.,微粒飞舞。,8
motif,n.,主题；图形,a dominant idea,The motif repeated.,主题重复了。,8
motley,adj./n.,杂色的；乌合之众,variegated,The motley crew mixed.,杂色的团伙混合了。,8
mottled,adj.,杂色的；斑驳的,blotched,The mottled leaf fell.,斑驳的叶子落了。,8
mountainous,adj.,多山的；巨大的,huge,The mountainous wave rose.,巨大的浪升起。,8
mountebank,n.,江湖骗子；卖假药者,a charlatan,The mountebank cheated.,江湖骗子欺骗了。,8
mourn,v.,哀悼；悲悼,to grieve,They mourned the dead.,他们哀悼死者。,8
mucky,adj.,脏的；泥泞的,dirty,The mucky field stuck.,泥泞的田野粘人。,8
muddle,v./n.,弄乱；困惑,to confuse,The muddle confused.,混乱令人困惑。,8
muffled,adj.,闷住的；模糊的,softened,The muffled voice faded.,闷住的声音消退了。,8
mulct,v.,诈取；处以罚款,to defraud,They mulcted him.,他们诈取了他。,8
multifarious,adj.,多种多样的；五花八门的,diverse,The multifarious tasks overwhelmed.,五花八门的任务压倒。,8
mundane,adj.,平凡的；世俗的,ordinary,The mundane life continued.,平凡的生活继续。,8
munificent,adj.,慷慨的；大方的,very generous,The munificent gift funded.,慷慨的礼物资助了。,8
murky,adj.,黑暗的；含糊的,dark and unclear,The murky water hid.,黑暗的水藏着。,8
muse,v./n.,沉思；缪斯,to ponder,She mused on life.,她沉思生活。,8
mushy,adj.,软糊的；伤感的,soft,The mushy peas stuck.,软糊的豌豆粘了。,8
musty,adj.,发霉的；陈腐的,stale,The musty room smelled.,发霉的房间有味道。,8
mutable,adj.,易变的；不定的,changeable,The mutable weather shifted.,易变的天气变了。,8
mutiny,n./v.,兵变；反叛,a revolt,The mutiny failed.,兵变失败了。,8
myriad,adj./n.,无数的；大量,countless,The myriad stars shone.,无数的星星闪耀。,8
mystic,adj./n.,神秘的；神秘者,spiritual,The mystic meditated.,神秘者冥想了。,8
mystify,v.,使困惑；使神秘,to bewilder,The trick mystified.,戏法令人困惑。,8
nab,v.,抓住；逮捕,to catch,He nabbed the thief.,他抓住了贼。,8
nadir,n.,最低点；最糟时刻,the lowest point,His mood hit nadir.,他的情绪跌至谷底。,8
naive,adj.,天真的；幼稚的,innocent,The naive girl trusted.,天真的女孩相信了。,8
narcissism,n.,自恋；自我陶醉,self-love,His narcissism repelled.,他的自恋令人反感。,8
narrative,n./adj.,叙述；叙事的,a story,The narrative unfolded.,叙述展开。,8
nascent,adj.,初生的；萌芽的,emerging,The nascent idea grew.,初生的想法长了。,8
natty,adj.,整洁的；时髦的,neat and stylish,The natty suit impressed.,整洁的西装令人印象深刻。,8
nebulous,adj.,朦胧的；模糊的,vague,The nebulous plan confused.,朦胧的计划令人困惑。,8
necromancy,n.,巫术；通灵术,black magic,The necromancy chilled.,巫术让人发冷。,8
nefarious,adj.,邪恶的；恶毒的,wicked,The nefarious plot failed.,邪恶的阴谋失败了。,8
negate,v.,否定；使无效,to cancel,The error negated it.,错误使它无效。,8
negligent,adj.,疏忽的；粗心大意的,careless,The negligent driver crashed.,疏忽的司机撞了。,8
negligible,adj.,可忽略的；微不足道的,tiny,The negligible cost helped.,可忽略的成本有帮助。,8
neophyte,n.,新手；初学者,a beginner,He is a neophyte.,他是新手。,8
nettle,v./n.,惹恼；荨麻,to irritate,The remark nettled him.,那话惹恼了他。,8
nexus,n.,连结；核心,a connection,The nexus held.,连结维持了。,8
nicety,n.,细微差别；精确,a subtle distinction,The nicety mattered.,细微差别重要。,8
nimble,adj.,敏捷的；聪明的,agile,The nimble cat leapt.,敏捷的猫跳了。,8
nirvana,n.,涅槃；极乐,perfect peace,He sought nirvana.,他寻求涅槃。,8
nocturnal,adj.,夜的；夜出的,of the night,The nocturnal owl hooted.,夜出的猫头鹰叫了。,8
noisome,adj.,恶臭的；有害的,foul,The noisome fumes leaked.,有害的臭气泄漏。,8
nomadic,adj.,游牧的；流浪的,wandering,The nomadic tribe moved.,游牧部落移动了。,8
nominal,adj.,名义上的；极小的,in name only,The nominal fee helped.,极小的费用有帮助。,8
nonchalant,adj.,漠不关心的；冷淡的,casually calm,He shrugged nonchalantly.,他漠然地耸肩。,8
noncommittal,adj.,不表态的；含糊的,avoiding commitment,His noncommittal reply hid.,他不表态的回答掩盖。,8
nonentity,n.,无足轻重的人；虚构,an unimportant person,The nonentity faded.,无足轻重者消失了。,8
nonpareil,adj./n.,无比的；无双者,matchless,The nonpareil skill amazed.,无双的技巧令人惊叹。,8
nonsuch,n.,无可匹敌者；典范,one without equal,He was a nonsuch.,他是无匹者。,8
noose,n./v.,套索；套住,a loop,The noose tightened.,套索收紧了。,8
normative,adj.,规范的；标准的,establishing norms,The normative rule guided.,规范规则指引了。,8
nosegay,n.,花束；小花束,a small bouquet,The nosegay perfumed.,花束芬芳。,8
nostalgia,n.,怀旧；思乡,a longing for past,The nostalgia warmed.,怀旧让人温暖。,8
nostrum,n.,秘方；江湖药,a quack remedy,The nostrum failed.,秘方失败了。,8
notable,adj./n.,显著的；名人,remarkable,The notable deed inspired.,显著的行为鼓舞了。,8
notch,n./v.,刻痕；赢得,a cut,He notched the win.,他赢得了胜利。,8
notion,n.,概念；想法,a vague idea,The notion amused.,想法逗人乐。,8
notorious,adj.,臭名昭著的；众所周知的,infamous,The notorious crime shocked.,臭名昭著的罪行令人震惊。,8
nourish,v.,滋养；养育,to feed,The food nourished him.,食物滋养了他。,8
novice,n.,新手；初学者,a beginner,The novice stumbled.,新手绊倒了。,8
novitiate,n.,见习期；新手,a period of training,The novitiate ended.,见习期结束了。,8
nozzle,n.,喷嘴；管嘴,a spout,The nozzle sprayed.,喷嘴喷射。,8
nuance,n.,细微差别；微妙,a subtle distinction,The nuance mattered.,微妙差别重要。,8
nubile,adj.,适婚的；性感的,marriageable,The nubile bride blushed.,适婚的新娘脸红。,8
nugatory,adj.,无价值的；无效的,useless,The nugatory clause voided.,无价值的条款作废。,8
nullify,v.,使无效；取消,to invalidate,They nullified the law.,他们取消了法律。,8
numinous,adj.,神圣的；令人敬畏的,spiritual,The numinous aura mystified.,神圣的光环令人敬畏。,8
numismatist,n.,钱币学家；收藏家,a coin collector,The numismatist displayed.,钱币学家展示了。,8
nuptial,adj./n.,婚姻的；婚礼,of marriage,The nuptial feast delighted.,婚宴令人欢喜。,8
nurture,v./n.,养育；营养,to care for,She nurtured the child.,她养育了孩子。,8
nutrient,n./adj.,营养物；营养的,a nourishment,The nutrient helped.,营养物有帮助。,8
oaf,n.,笨人；蠢人,a clumsy fool,The oaf dropped it.,蠢人掉了它。,8
oath,n.,誓言；诅咒,a solemn promise,He swore an oath.,他发了誓。,8
obdurate,adj.,固执的；冷酷的,stubborn,The obdurate judge refused.,固执的法官拒绝。,8
obedience,n.,服从；顺从,compliance,The obedience impressed.,顺从令人印象深刻。,8
obeisance,n.,敬礼；鞠躬,a bow,He made obeisance.,他鞠躬。,8
obelisk,n.,方尖碑；方尖塔,a tapered monument,The obelisk towered.,方尖碑高耸。,8
obese,adj.,肥胖的；过胖的,very fat,The obese man struggled.,肥胖的人挣扎。,8
obfuscate,v.,使模糊；使困惑,to confuse,The report obfuscated facts.,报告模糊了事实。,8
obituary,n.,讣告；死亡通知,a death notice,The obituary published.,讣告发布了。,8
objective,adj./n.,客观的；目标,unbiased,The objective view helped.,客观观点有帮助。,8
objurgate,v.,怒斥；谴责,to scold harshly,He objurgated the sinner.,他怒斥罪人。,8
obligatory,adj.,义务的；强制的,required,The obligatory tax paid.,强制的税付了。,8
oblique,adj.,斜的；间接的,slanting,The oblique glance hid.,斜瞥掩盖了。,8
obliterate,v.,消灭；抹掉,to destroy utterly,The bomb obliterated it.,炸弹消灭了它。,8
oblivion,n.,遗忘；湮灭,forgetfulness,The memory faded to oblivion.,记忆淡忘。,8
obloquy,n.,公开指责；辱骂,harsh criticism,The obloquy shamed him.,公开指责让他羞愧。,8
obnoxious,adj.,讨厌的；可憎的,offensive,The obnoxious child annoyed.,讨厌的孩子惹恼了。,8
obscene,adj.,淫秽的；可憎的,offensive,The obscene act shocked.,淫秽的行为震惊了。,8
obscure,adj./v.,晦涩的；使难解,unclear,The obscure text puzzled.,晦涩的文本令人困惑。,8
obsequies,n.,葬礼；丧礼,funeral rites,The obsequies honored.,葬礼致敬了。,8
obsequious,adj.,奉承的；谄媚的,servile,The obsequious waiter bowed.,谄媚的侍者鞠躬。,8
obsession,n.,困扰；痴迷,a fixation,The obsession consumed.,痴迷吞噬了。,8
obsidian,n.,黑曜石；黑玻璃,a volcanic glass,The obsidian gleamed.,黑曜石闪闪发光。,8
obsolete,adj.,废弃的；过时的,outdated,The obsolete tool retired.,过时的工具退役了。,8
obstinate,adj.,顽固的；倔强的,stubborn,The obstinate mule refused.,倔强的骡子拒绝。,8
obstreperous,adj.,吵闹的；难管的,noisy and unruly,The obstreperous child yelled.,难管的孩子大喊。,8
obstruct,v.,阻塞；阻挡,to block,The fallen tree obstructed.,倒下的树阻挡了。,8
obtain,v.,获得；得到,to get,He obtained the prize.,他获得了奖。,8
obtrude,v.,强加；突出,to thrust forward,He obtruded his view.,他强加观点。,8
obtuse,adj.,迟钝的；钝角的,blunt,The obtuse remark puzzled.,迟钝的话令人困惑。,8
obviate,v.,排除；避免,to make unnecessary,The plan obviated risk.,计划排除了风险。,8
occult,adj./n.,神秘的；玄学,hidden knowledge,The occult ritual chilled.,神秘仪式让人发冷。,8
occlude,v.,堵塞；封闭,to close,The clot occluded.,血栓堵塞了。,8
odoriferous,adj.,有气味的；芳香的,fragrant,The odoriferous flower perfumed.,芳香的花芬芳。,8
odious,adj.,可憎的；讨厌的,hateful,The odious task fell.,可憎的任务落下。,8
odium,n.,憎恶；公愤,general hatred,The odium grew.,公愤增长。,8
offhand,adj./adv.,即兴的；随便的,casual,His offhand reply annoyed.,他随便的回答惹恼了。,8
officious,adj.,爱管闲事的；非官方的,meddlesome,The officious neighbor interfered.,爱管闲事的邻居插手。,8
offspring,n.,后代；子女,a child,The offspring thrived.,后代繁盛。,8
ogle,v.,抛媚眼；色迷迷地看,to stare with desire,He ogled the girl.,他色迷迷地看女孩。,8
olfactory,adj.,嗅觉的,of smell,The olfactory sense sharpened.,嗅觉敏锐了。,8
oligarchy,n.,寡头政治,rule by few,The oligarchy ruled.,寡头统治。,8
ominous,adj.,不祥的；预兆的,threatening,The ominous cloud loomed.,不祥的云迫近。,8
omission,n.,省略；遗漏,something left out,The omission hurt.,遗漏有害。,8
omnipotent,adj.,全能的；无所不能的,all-powerful,The omnipotent king ruled.,全能的国王统治。,8
omniscient,adj.,无所不知的；全知的,all-knowing,The omniscient narrator knew.,全知的叙述者知道。,8
omnivorous,adj.,杂食的；兴趣广泛的,eating everything,The omnivorous bear ate.,杂食的熊吃了。,8
onerous,adj.,繁重的；费力的,burdensome,The onerous duty exhausted.,繁重的职责耗尽。,8
onus,n.,责任；义务,a burden,The onus fell on him.,责任落他身上。,8
opaque,adj.,不透明的；难懂的,not transparent,The opaque glass hid.,不透明的玻璃掩盖了。,8
opiate,n./adj.,鸦片剂；麻醉的,a narcotic,The opiate dulled pain.,鸦片剂减轻疼痛。,8
opine,v.,认为；发表意见,to express opinion,He opined strongly.,他强烈发表意见。,8
opportune,adj.,恰好的；及时的,timely,The opportune moment came.,恰好的时刻来了。,8
opprobrium,n.,责骂；耻辱,disgrace,The opprobrium shamed.,责骂让人羞愧。,8
optimum,adj./n.,最佳的；最佳,most favorable,The optimum speed saved.,最佳速度节省了。,8
optional,adj.,可选择的；非强制的,not required,The optional task skipped.,可选任务跳过。,8
opulent,adj.,富裕的；奢华的,wealthy,The opulent palace gleamed.,奢华的宫殿闪闪发光。,8
oracle,n.,神谕；圣贤,a wise figure,The oracle prophesied.,神谕预言了。,8
orator,n.,演说家；雄辩者,a public speaker,The orator moved.,演说家感动了。,8
orb,v./n.,弄圆；球体,to circle,The moon orbited.,月亮绕行。,8
orchard,n.,果园；果树林,a fruit garden,The orchard bloomed.,果园盛开。,8
ordeal,n.,严酷考验；折磨,a severe trial,The ordeal ended.,严酷考验结束了。,8
ordain,v.,任命；注定,to appoint,They ordained the priest.,他们任命了牧师。,8
ordeal,n.,折磨；苦难,a difficult experience,The ordeal tested.,折磨考验了。,8
ornate,adj.,装饰华丽的；详尽的,highly decorated,The ornate frame shone.,华丽的框闪闪发光。,8
ornithology,n.,鸟类学,the study of birds,He studied ornithology.,他学习鸟类学。,8
orthodox,adj.,正统的；传统的,conventional,The orthodox view held.,正统观点维持了。,8
oscillate,v.,摆动；犹豫,to swing,The pendulum oscillated.,钟摆摆动。,8
osmosis,n.,渗透；潜移默化,gradual absorption,He learned by osmosis.,他潜移默化地学习。,8
ossify,v.,骨化；使僵化,to harden into bone,The system ossified.,制度僵化了。,8
ostensible,adj.,表面的；假装的,stated but false,His ostensible reason hid.,他表面的理由掩盖。,8
ostentatious,adj.,炫耀的；浮华的,showy,The ostentatious wealth repelled.,炫耀的财富令人反感。,8
ostracize,v.,排斥；流放,to exclude,They ostracized him.,他们排斥了他。,8
outlandish,adj.,奇异的；外国气的,bizarre,The outlandish costume amused.,奇异的服装逗人乐。,8
outmoded,adj.,过时的；废弃的,outdated,The outmoded idea retired.,过时的想法退役了。,8
outset,n.,开端；开始,the beginning,The outset mattered.,开端重要。,8
outskirts,n.,郊区；边界,the outer areas,The outskirts grew.,郊区发展了。,8
outstrip,v.,胜过；越过,to exceed,He outstripped rivals.,他胜过了对手。,8
overarching,adj.,首要的；总括的,comprehensive,The overarching goal guided.,首要目标指引了。,8
overawe,v.,威慑；使敬畏,to intimidate with awe,The peak overawed.,山峰令人敬畏。,8
overbearing,adj.,专横的；傲慢的,domineering,His overbearing manner offended.,他专横的态度冒犯了。,8
overhaul,v./n.,彻底检修；赶上,to repair fully,They overhauled the engine.,他们彻底检修引擎。,8
overreach,v.,伸得过远；欺诈,to stretch too far,He overreached himself.,他伸手过远。,8
override,v.,推翻；不顾,to set aside,They overrode the veto.,他们推翻了否决。,8
overrule,v.,否决；统治,to reject,The judge overruled.,法官否决了。,8
oversight,n.,疏忽；监督,a mistake,The oversight cost.,疏忽付出代价。,8
overt,adj.,公开的；明显的,open,The overt act shocked.,公开的行为震惊了。,8
overture,n.,序曲；提议,an introduction,The overture charmed.,序曲迷人。,8
overwrought,adj.,过度紧张的；兴奋过度的,overly excited,She was overwrought.,她过度紧张。,8
oxymoron,n.,矛盾修饰法,a contradiction,The oxymoron amused.,矛盾修饰法逗人乐。,8
pachyderm,n.,厚皮动物；迟钝的人,a thick-skinned animal,The pachyderm trudged.,厚皮动物跋涉。,8
pacific,adj.,和平的；温和的,peaceful,The pacific sea calmed.,平和的海平静了。,8
pacify,v.,使平静；安抚,to soothe,She pacified the child.,她安抚了孩子。,8
pact,n.,契约；协定,a treaty,The pact signed.,契约签署了。,8
pagan,n./adj.,异教徒；异教的,not Christian,The pagan ritual ended.,异教仪式结束了。,8
palatable,adj.,美味的；可接受的,acceptable,The palatable meal satisfied.,美味的餐令人满意。,8
palatial,adj.,宫殿般的；宏伟的,grand,The palatial home amazed.,宫殿般的家令人惊叹。,8
palaver,n./v.,空谈；闲扯,idle talk,The palaver wasted.,空谈浪费了。,8
paleontology,n.,古生物学,the study of fossils,He studied paleontology.,他学习古生物学。,8
pall,v./n.,覆盖；棺罩,to become tiresome,The joke palled.,笑话令人厌了。,8
palliate,v.,减轻；掩饰,to lessen,The drug palliated pain.,药减轻了疼痛。,8
pallid,adj.,苍白的；暗淡的,pale,His pallid face worried.,他苍白的脸担忧。,8
palpable,adj.,可触知的；明显的,tangible,The palpable tension rose.,明显的紧张上升。,8
palpitate,v.,跳动；心悸,to flutter,His heart palpitated.,他的心脏悸动。,8
paltry,adj.,无价值的；微不足道的,worthless,The paltry sum mocked.,微不足道的金额嘲弄。,8
panacea,n.,万灵药；治百病的,an universal remedy,The panacea failed.,万灵药失败了。,8
panache,n.,神气；炫耀,flair,He wore it with panache.,他神气地戴着它。,8
pandemonium,n.,大混乱；魔窟,wild uproar,The pandemonium erupted.,大混乱爆发了。,8
pander,v.,迎合；勾引,to cater basely,He pandered to vice.,他迎合恶习。,8
panoply,n.,全副装备；盛况,full array,The panoply impressed.,全副装备令人印象深刻。,8
panorama,n.,全景；概观,a full view,The panorama awed.,全景令人敬畏。,8
pantomime,n.,哑剧；手势,a silent show,The pantomime amused.,哑剧逗人乐。,8
papacy,n.,教皇职位；教皇任期,the office of pope,The papacy endured.,教皇职位延续了。,8
papery,adj.,似纸的；薄的,thin like paper,The papery skin dried.,似纸的皮干了。,8
parable,n.,寓言；比喻,a moral tale,The parable taught.,寓言教导了。,8
parade,n./v.,游行；炫耀,a public march,The parade marched.,游行行进。,8
paradigm,n.,范例；范式,a model,This is a paradigm.,这是范例。,8
paradox,n.,悖论；自相矛盾,a contradiction,The paradox puzzled.,悖论令人困惑。,8
paragon,n.,模范；完人,a model of excellence,She is a paragon.,她是模范。,8
parallel,adj./n.,平行的；相似的,a likeness,The parallel roads ran side by side.,两条平行的道路并肩延伸。,8
